"the_day","month","year","keyword","EntryTitle","pullURL","subname","post_ID","EntryURL"
"2025-10-17",10,2025,"transgender","NYC Public Schools Becomes Latest To Defy Trump Trans Bathroom Ban Demands ...","erininthemorning.com","erininthemorning.com","nyc public schools becomes latest","https://www.erininthemorning.com/p/nyc-public-schools-becomes-latest"
"2025-10-17",10,2025,"gender identity","NYC Public Schools Becomes Latest To Defy Trump Trans Bathroom Ban Demands ...","erininthemorning.com","erininthemorning.com","nyc public schools becomes latest","https://www.erininthemorning.com/p/nyc-public-schools-becomes-latest"
"2025-10-18",10,2025,"transgender","The Lavender Ledger: Your Strategic LGBTQ+ Reader By Erin In The Morning","erininthemorning.com","erininthemorning.com","the lavender ledger your strategic b7c","https://www.erininthemorning.com/p/the-lavender-ledger-your-strategic-b7c"
"2025-10-19",10,2025,"transgender","Anti-Trans Democrat Seth Moulton Booed At Boston No Kings Rally After Sen. Markey ...","erininthemorning.com","erininthemorning.com","anti trans democrat seth moulton","https://www.erininthemorning.com/p/anti-trans-democrat-seth-moulton"
"2025-10-19",10,2025,"biological sex","A War on Vulnerable Women: Paedophiles and Rapists in Australian Women's prisons","grahamlinehan.substack.com","grahamlinehan","a war on vulnerable women paedophiles","https://grahamlinehan.substack.com/p/a-war-on-vulnerable-women-paedophiles"
"2025-10-20",10,2025,"biological sex","Is the Supreme Court About to Reject Racial Redistricting? - The Free Press","thefp.com","thefp.com","is the supreme court about to reject","https://www.thefp.com/p/is-the-supreme-court-about-to-reject"
"2025-10-20",10,2025,"gender identity","184. The Massive Stakes of Trump v. Illinois - Steve Vladeck | Substack","stevevladeck.com","stevevladeck.com","184 the massive stakes of trump v","https://www.stevevladeck.com/p/184-the-massive-stakes-of-trump-v"
"2025-10-20",10,2025,"gender identity","Is the Supreme Court About to Reject Racial Redistricting? - The Free Press","thefp.com","thefp.com","is the supreme court about to reject","https://www.thefp.com/p/is-the-supreme-court-about-to-reject"
"2025-10-20",10,2025,"gender identity","Federal Judge Rules In Favor Of Public Schools In 16 States That Refused To Comply With ...","erininthemorning.com","erininthemorning.com","federal judge rules in favor of public","https://www.erininthemorning.com/p/federal-judge-rules-in-favor-of-public"
"2025-10-20",10,2025,"transgender","Federal Judge Rules In Favor Of Public Schools In 16 States That Refused To Comply With ...","erininthemorning.com","erininthemorning.com","federal judge rules in favor of public","https://www.erininthemorning.com/p/federal-judge-rules-in-favor-of-public"
"2025-10-21",10,2025,"transgender","Two More Colleges—Arizona and USC—Reject Trump Trans Bathroom Ban Compact","erininthemorning.com","erininthemorning.com","two more collegesarizona and uscreject","https://www.erininthemorning.com/p/two-more-collegesarizona-and-uscreject"
"2025-10-22",10,2025,"transgender","Transgender Identity Really Has Fallen Among Young People","persuasion.community","persuasion.community","transgender identity really has fallen","https://www.persuasion.community/p/transgender-identity-really-has-fallen"
"2025-10-22",10,2025,"gender identity","Transgender Identity Really Has Fallen Among Young People","persuasion.community","persuasion.community","transgender identity really has fallen","https://www.persuasion.community/p/transgender-identity-really-has-fallen"
"2025-10-22",10,2025,"gender identity","Cumberland School Committee subcommittee takes up its “Policy Affecting Students Who ...","steveahlquist.substack.com","steveahlquist","cumberland school committee subcommittee","https://steveahlquist.substack.com/p/cumberland-school-committee-subcommittee?utm_source=substack&utm_medium=email&utm_content=share&action=share"
"2025-10-22",10,2025,"gender identity","Cumberland School Committee subcommittee takes up its “Policy Affecting Students Who ...","steveahlquist.substack.com","steveahlquist","cumberland school committee subcommittee","https://steveahlquist.substack.com/p/cumberland-school-committee-subcommittee"
"2025-10-23",10,2025,"transgender","A Line Must Be Drawn: The Cowardice Of Historic LGBTQ+ Provider Fenway Health","erininthemorning.com","erininthemorning.com","a line must be drawn the cowardice","https://www.erininthemorning.com/p/a-line-must-be-drawn-the-cowardice"
"2025-10-24",10,2025,"transgender","Study Finds Trans Women's Blood Proteins Resemble Cis Women's After 6 Months on HRT","erininthemorning.com","erininthemorning.com","study finds trans womens blood proteins","https://www.erininthemorning.com/p/study-finds-trans-womens-blood-proteins"
"2025-09-19",9,2025,"transgender","Republicans Push FBI To Designate Trans Advocacy As Violent Extremism. Inside The ...","erininthemorning.com","erininthemorning.com","republicans push fbi to designate","https://www.erininthemorning.com/p/republicans-push-fbi-to-designate"
"2025-09-20",9,2025,"transgender","95 House Dems, Including Trans Rep McBride, Vote To ""Honor The Legacy"" Of Charlie Kirk","erininthemorning.com","erininthemorning.com","95 house dems including trans rep","https://www.erininthemorning.com/p/95-house-dems-including-trans-rep"
"2025-09-20",9,2025,"gender identity","Trump—And Mayor Eric Adams—Want NYC To Institute A Trans Student Bathroom Ban","erininthemorning.com","erininthemorning.com","trumpand mayor eric adamswant nyc","https://www.erininthemorning.com/p/trumpand-mayor-eric-adamswant-nyc"
"2025-09-21",9,2025,"transgender","Moms For Liberty Chapter Chairperson Takes Off Clothing At School Board Meeting","erininthemorning.com","erininthemorning.com","moms for liberty chapter chairperson","https://www.erininthemorning.com/p/moms-for-liberty-chapter-chairperson"
"2025-09-21",9,2025,"gender identity","The Americans Seeking Refuge from Trump in Canada - The Free Press","thefp.com","thefp.com","the americans seeking refuge from","https://www.thefp.com/p/the-americans-seeking-refuge-from"
"2025-09-22",9,2025,"transgender","Trump Files Emergency SCOTUS Motion Over Trans Passport Gender Markers - Erin In The Morning","erininthemorning.com","erininthemorning.com","trump files emergency scotus motion","https://www.erininthemorning.com/p/trump-files-emergency-scotus-motion"
"2025-09-22",9,2025,"gender identity","Trump Files Emergency SCOTUS Motion Over Trans Passport Gender Markers - Erin In The Morning","erininthemorning.com","erininthemorning.com","trump files emergency scotus motion","https://www.erininthemorning.com/p/trump-files-emergency-scotus-motion"
"2025-09-22",9,2025,"transgender","South Dakota transgender inmate policy newest kink in $650M prison debate","thedakotascout.com","thedakotascout.com","south dakota transgender inmate policy","https://www.thedakotascout.com/p/south-dakota-transgender-inmate-policy"
"2025-09-23",9,2025,"transgender","Trump Digs In On Anti-Trans Provisions In Shutdown Fight Message - Erin In The Morning","erininthemorning.com","erininthemorning.com","trump digs in on anti trans provisions","https://www.erininthemorning.com/p/trump-digs-in-on-anti-trans-provisions"
"2025-09-23",9,2025,"gender identity","Trans Patients File Groundbreaking Legal Complaint Against UPMC For Capitulation To Trump","erininthemorning.com","erininthemorning.com","trans patients file groundbreaking","https://www.erininthemorning.com/p/trans-patients-file-groundbreaking"
"2025-09-25",9,2025,"transgender","New Poll: Most Americans Oppose Bans On Gender Affirming Care For Trans Youth","erininthemorning.com","erininthemorning.com","new poll most americans oppose bans","https://www.erininthemorning.com/p/new-poll-most-americans-oppose-bans"
"2025-09-26",9,2025,"gender identity","Wesley Yang On Gender Madness - by Andrew Sullivan","andrewsullivan.substack.com","andrewsullivan","wesley yang on gender madness","https://andrewsullivan.substack.com/p/wesley-yang-on-gender-madness"
"2025-09-26",9,2025,"transgender","Chicago Public Schools Defy Trump, Reject Trans Bathroom Ban Demands","erininthemorning.com","erininthemorning.com","chicago public schools defy trump","https://www.erininthemorning.com/p/chicago-public-schools-defy-trump"
"2025-09-27",9,2025,"gender identity","Attorneys General coalition sues Trump Administration for illegal conditions on funding for ...","steveahlquist.substack.com","steveahlquist","attorneys general coalition sues","https://steveahlquist.substack.com/p/attorneys-general-coalition-sues"
"2025-09-28",9,2025,"transgender","UK's Labour Party Abandoned Trans People. Here's What American Dems Can Learn.","erininthemorning.com","erininthemorning.com","uks labour party abandoned trans","https://www.erininthemorning.com/p/uks-labour-party-abandoned-trans"
"2025-09-29",9,2025,"gender identity","Deafening Silence After Mormon Church Shooter Not A ""Transgender Leftist"" But A Trump Supporter","erininthemorning.com","erininthemorning.com","deafening silence after mormon church","https://www.erininthemorning.com/p/deafening-silence-after-mormon-church"
"2025-09-29",9,2025,"transgender","Deafening Silence After Mormon Church Shooter Not A ""Transgender Leftist"" But A Trump Supporter","erininthemorning.com","erininthemorning.com","deafening silence after mormon church","https://www.erininthemorning.com/p/deafening-silence-after-mormon-church"
"2025-09-30",9,2025,"transgender","Shutdown Day Guide For LGBTQ+ People: ""Continuing Resolutions"" And New Anti-Trans ...","erininthemorning.com","erininthemorning.com","shutdown day guide for lgbtq people","https://www.erininthemorning.com/p/shutdown-day-guide-for-lgbtq-people"
"2025-09-06",9,2025,"gender identity","Westerly School Committee discusses transgender student policy and the dangers of chalk rainbows","steveahlquist.substack.com","steveahlquist","westerly school committee discusses","https://steveahlquist.substack.com/p/westerly-school-committee-discusses"
"2025-09-08",9,2025,"transgender","Two cases, involving 20 people, show how dangerous the attack on trans people has gotten","lawdork.com","lawdork.com","two cases involving 20 people show","https://www.lawdork.com/p/two-cases-involving-20-people-show"
"2025-09-08",9,2025,"transgender","DOJ Reportedly Uses Anti-Trans Slur In Call To Disarm Trans Americans","erininthemorning.com","erininthemorning.com","doj reportedly uses anti trans slur","https://www.erininthemorning.com/p/doj-reportedly-uses-anti-trans-slur"
"2025-09-08",9,2025,"biological sex","House HHS Appropriations Bill Would Devastate Trans Adult Healthcare Nationwide","erininthemorning.com","erininthemorning.com","house hhs appropriations bill would","https://www.erininthemorning.com/p/house-hhs-appropriations-bill-would"
"2025-09-09",9,2025,"transgender","House HHS Appropriations Bill Would Devastate Trans Adult Healthcare Nationwide","erininthemorning.com","erininthemorning.com","house hhs appropriations bill would","https://www.erininthemorning.com/p/house-hhs-appropriations-bill-would"
"2025-09-09",9,2025,"transgender","Second Judge Rules Trump Trans Passport Ban Likely Unconstitutional ""Under Any ...","erininthemorning.com","erininthemorning.com","second judge rules trump trans passport","https://www.erininthemorning.com/p/second-judge-rules-trump-trans-passport"
"2025-09-10",9,2025,"transgender","""Positive Depictions"" Of Trans People Banned In Alabama State Libraries Proposal","erininthemorning.com","erininthemorning.com","positive depictions of trans people","https://www.erininthemorning.com/p/positive-depictions-of-trans-people"
"2025-09-10",9,2025,"gender identity","""Positive Depictions"" Of Trans People Banned In Alabama State Libraries Proposal","erininthemorning.com","erininthemorning.com","positive depictions of trans people","https://www.erininthemorning.com/p/positive-depictions-of-trans-people"
"2025-09-10",9,2025,"biological sex","The blackboard and the ballot box - The Contrarian","contrarian.substack.com","contrarian","the blackboard and the ballot box","https://contrarian.substack.com/p/the-blackboard-and-the-ballot-box"
"2025-09-11",9,2025,"transgender","We Must Not Posthumously Sanitize Charlie Kirk's Hateful Life - Erin In The Morning","erininthemorning.com","erininthemorning.com","we must not posthumously sanitize","https://www.erininthemorning.com/p/we-must-not-posthumously-sanitize"
"2025-09-11",9,2025,"gender identity","Anti-Trans Amendments Added To ""Must-Pass"" Military Bill In House - Erin In The Morning","erininthemorning.com","erininthemorning.com","anti trans amendments added to must","https://www.erininthemorning.com/p/anti-trans-amendments-added-to-must"
"2025-09-12",9,2025,"transgender","Anti-Trans Amendments Added To ""Must-Pass"" Military Bill In House - Erin In The Morning","erininthemorning.com","erininthemorning.com","anti trans amendments added to must","https://www.erininthemorning.com/p/anti-trans-amendments-added-to-must"
"2025-09-12",9,2025,"transgender","Press Conference: No ""Transgender"" Or ""LGBTQ"" Symbols Found At Kirk's Shooting","erininthemorning.com","erininthemorning.com","press conference no transgender or","https://www.erininthemorning.com/p/press-conference-no-transgender-or"
"2025-09-14",9,2025,"transgender","Boston Children's Fights Back For Trans Kids: Judge Quashes Trump Subpoena","erininthemorning.com","erininthemorning.com","boston childrens fights back for","https://www.erininthemorning.com/p/boston-childrens-fights-back-for"
"2025-09-14",9,2025,"gender identity","Jed Rubenfeld: Three Legal Questions About Charlie Kirk's Assassination - The Free Press","thefp.com","thefp.com","jed rubenfeld three legal questions","https://www.thefp.com/p/jed-rubenfeld-three-legal-questions"
"2025-09-15",9,2025,"biological sex","Progressive Cries of 'Cancel Culture' Are Overblown - The Free Press","thefp.com","thefp.com","progressive cries of cancel culture are overblown","https://www.thefp.com/p/progressive-cries-of-cancel-culture-are-overblown"
"2025-09-17",9,2025,"transgender","Two Republican Congresspeople Call For Institutionalization Of Transgender People","erininthemorning.com","erininthemorning.com","two republican congresspeople call","https://www.erininthemorning.com/p/two-republican-congresspeople-call"
"2025-09-17",9,2025,"gender identity","Two Republican Congresspeople Call For Institutionalization Of Transgender People","erininthemorning.com","erininthemorning.com","two republican congresspeople call","https://www.erininthemorning.com/p/two-republican-congresspeople-call"
"2025-08-29",8,2025,"transgender","Anti-Trans National Legal Risk Assessment Map: August Edition - Erin In The Morning","erininthemorning.com","erininthemorning.com","anti trans national legal risk assessment","https://www.erininthemorning.com/p/anti-trans-national-legal-risk-assessment"
"2025-09-02",9,2025,"gender identity","Denver Schools Defies Trump Trans Bathroom Ban: ""We Will Protect All Of Our Students ...","erininthemorning.com","erininthemorning.com","denver schools defies trump trans","https://www.erininthemorning.com/p/denver-schools-defies-trump-trans"
"2025-09-02",9,2025,"transgender","Denver Schools Defies Trump Trans Bathroom Ban: ""We Will Protect All Of Our Students ...","erininthemorning.com","erininthemorning.com","denver schools defies trump trans","https://www.erininthemorning.com/p/denver-schools-defies-trump-trans"
"2025-09-04",9,2025,"transgender","Dem Congressman Ro Khanna Defends UK Anti-Trans Activist Arrested For Calling For ...","erininthemorning.com","erininthemorning.com","dem congressman ro khanna defends","https://www.erininthemorning.com/p/dem-congressman-ro-khanna-defends"
"2025-09-04",9,2025,"gender identity","2025's Willie Horton ad - Popular Information | Judd Legum","popular.info","popular.info","2025s willie horton ad","https://popular.info/p/2025s-willie-horton-ad"
"2025-10-01",10,2025,"transgender","The Government Is Shut Down. What It Means For The LGBTQ+ Appropriations Fight.","erininthemorning.com","erininthemorning.com","the government is shut down what","https://www.erininthemorning.com/p/the-government-is-shut-down-what"
"2025-10-01",10,2025,"gender identity","Dr. Johanna Olson-Kennedy, Controversial Gender Doctor, Starts New Job at Pasadena ...","benryan.substack.com","benryan","dr johanna olson kennedy controversial","https://benryan.substack.com/p/dr-johanna-olson-kennedy-controversial?utm_source=substack&utm_medium=email&utm_content=share&action=share"
"2025-10-02",10,2025,"transgender","Elon Musk Leads Campaign To Force Netflix To Remove Shows With Trans Characters","erininthemorning.com","erininthemorning.com","elon musk leads campaign to force","https://www.erininthemorning.com/p/elon-musk-leads-campaign-to-force"
"2025-10-02",10,2025,"gender identity","Elon Musk Leads Campaign To Force Netflix To Remove Shows With Trans Characters","erininthemorning.com","erininthemorning.com","elon musk leads campaign to force","https://www.erininthemorning.com/p/elon-musk-leads-campaign-to-force"
"2025-10-02",10,2025,"gender identity","Texas Universities Are Now Banning Professors From Even Acknowledging Trans People Exist","erininthemorning.com","erininthemorning.com","texas universities are now banning","https://www.erininthemorning.com/p/texas-universities-are-now-banning"
"2025-10-03",10,2025,"transgender","Anti-Trans Campaign Against Spanberger In Virginia Gov Race Is Failing. New Poll Shows Why","erininthemorning.com","erininthemorning.com","anti trans campaign against spanberger","https://www.erininthemorning.com/p/anti-trans-campaign-against-spanberger"
"2025-10-03",10,2025,"transgender","Kansas Supreme Court Delivers Big Win For Driver's License Gender Markers","erininthemorning.com","erininthemorning.com","kansas supreme court delivers big","https://www.erininthemorning.com/p/kansas-supreme-court-delivers-big"
"2025-10-04",10,2025,"transgender","The Lavender Ledger: Your Strategic LGBTQ+ Reader By Erin In The Morning","erininthemorning.com","erininthemorning.com","the lavender ledger your strategic 92f","https://www.erininthemorning.com/p/the-lavender-ledger-your-strategic-92f"
"2025-10-04",10,2025,"transgender","ACLU condemns the Trump's newest threats to higher education - Steve Ahlquist | Substack","steveahlquist.substack.com","steveahlquist","aclu condemns the trumps newest threats","https://steveahlquist.substack.com/p/aclu-condemns-the-trumps-newest-threats?utm_source=substack&utm_medium=email&utm_content=share&action=share"
"2025-10-05",10,2025,"transgender","ACLU condemns the Trump's newest threats to higher education - Steve Ahlquist | Substack","steveahlquist.substack.com","steveahlquist","aclu condemns the trumps newest threats","https://steveahlquist.substack.com/p/aclu-condemns-the-trumps-newest-threats"
"2025-10-07",10,2025,"biological sex","Supreme Court likely to strike down Colorado's conversion therapy ban - Law Dork","lawdork.com","lawdork.com","supreme court colorado conversion therapy ban","https://www.lawdork.com/p/supreme-court-colorado-conversion-therapy-ban?utm_source=substack&utm_medium=email&utm_content=share&action=share"
"2025-10-07",10,2025,"transgender","New Poll: Voters Prefer Spanberger For Virginia Governor On Transgender Issues By Wide ...","erininthemorning.com","erininthemorning.com","new poll voters prefer spanberger","https://www.erininthemorning.com/p/new-poll-voters-prefer-spanberger"
"2025-10-07",10,2025,"gender identity","Conversion Therapy Reaches the Supreme Court - The Free Press","thefp.com","thefp.com","conversion therapy reaches the supreme court","https://www.thefp.com/p/conversion-therapy-reaches-the-supreme-court"
"2025-10-08",10,2025,"biological sex","How the Supreme Court Uses ""Free Speech"" to Dismantle LGBTQ Protections","readtpa.com","readtpa.com","how the supreme court uses free speech","https://www.readtpa.com/p/how-the-supreme-court-uses-free-speech"
"2025-10-08",10,2025,"transgender","Pew Survey: Only 31% Of Trans People Report Being Accepted By Their Parents","erininthemorning.com","erininthemorning.com","pew survey only 31 of trans people","https://www.erininthemorning.com/p/pew-survey-only-31-of-trans-people"
"2025-10-09",10,2025,"transgender","Three Supreme Court Cases Targeting LGBTQ+ People See Movement This Week","erininthemorning.com","erininthemorning.com","three supreme court cases targeting","https://www.erininthemorning.com/p/three-supreme-court-cases-targeting"
"2025-10-09",10,2025,"gender identity","Pew Survey: Only 31% Of Trans People Report Being Accepted By Their Parents","erininthemorning.com","erininthemorning.com","pew survey only 31 of trans people","https://www.erininthemorning.com/p/pew-survey-only-31-of-trans-people/comments"
"2025-10-09",10,2025,"gender identity","Pew Survey: Only 31% Of Trans People Report Being Accepted By Their Parents","erininthemorning.com","erininthemorning.com","pew survey only 31 of trans people","https://www.erininthemorning.com/p/pew-survey-only-31-of-trans-people"
"2025-10-09",10,2025,"transgender","Netflix Stock Up As Elon Musk's Anti-Trans Boycott Fails To Materialize - Erin In The Morning","erininthemorning.com","erininthemorning.com","netflix stock up as elon musks anti","https://www.erininthemorning.com/p/netflix-stock-up-as-elon-musks-anti"
"2025-10-09",10,2025,"gender identity","New Journal Report: Cass Review “Echoes Fallacies Promoted By Anti-Trans Disinformation”","erininthemorning.com","erininthemorning.com","new journal report cass review echoes","https://www.erininthemorning.com/p/new-journal-report-cass-review-echoes"
"2025-10-10",10,2025,"gender identity","The devil is in the details' - The Catholic debate over conversion therapy - The Pillar","pillarcatholic.com","pillarcatholic.com","the devil is in the details the catholic","https://www.pillarcatholic.com/p/the-devil-is-in-the-details-the-catholic"
"2025-10-10",10,2025,"transgender","26 Senate Democrats Help Pass Military NDAA Containing Trans Sports, Surgery Ban, No ...","erininthemorning.com","erininthemorning.com","26 senate democrats help pass military","https://www.erininthemorning.com/p/26-senate-democrats-help-pass-military"
"2025-10-10",10,2025,"biological sex","The devil is in the details' - The Catholic debate over conversion therapy - The Pillar","pillarcatholic.com","pillarcatholic.com","the devil is in the details the catholic","https://www.pillarcatholic.com/p/the-devil-is-in-the-details-the-catholic"
"2025-10-10",10,2025,"gender identity","MIT Rejects Trump's Bid to Institute Trans Bathroom, Athletics Ban - Erin In The Morning","erininthemorning.com","erininthemorning.com","mit rejects trumps bid to institute","https://www.erininthemorning.com/p/mit-rejects-trumps-bid-to-institute"
"2025-10-10",10,2025,"gender identity","26 Senate Democrats Help Pass Military NDAA Containing Trans Sports, Surgery Ban, No ...","erininthemorning.com","erininthemorning.com","26 senate democrats help pass military","https://www.erininthemorning.com/p/26-senate-democrats-help-pass-military"
"2025-10-11",10,2025,"biological sex","Nutmeg's week: Andrew Boff, Sophie Ellis Bextor, Big Brother - The Glinner Update","grahamlinehan.substack.com","grahamlinehan","nutmegs week andrew boff sophie ellis","https://grahamlinehan.substack.com/p/nutmegs-week-andrew-boff-sophie-ellis"
"2025-10-10",10,2025,"transgender","26 Senate Democrats Help Pass Military NDAA Containing Trans Sports ... - Erin In The Morning","erininthemorning.com","erininthemorning.com","26 senate democrats help pass military","https://www.erininthemorning.com/p/26-senate-democrats-help-pass-military/comments"
"2025-10-11",10,2025,"transgender","The Lavender Ledger: Your Strategic LGBTQ+ Reader By Erin In The Morning","erininthemorning.com","erininthemorning.com","the lavender ledger your strategic 2ae","https://www.erininthemorning.com/p/the-lavender-ledger-your-strategic-2ae"
"2025-10-11",10,2025,"transgender","Senators Reed and Whitehouse support NDAA that targets transgender rights and allows ...","steveahlquist.substack.com","steveahlquist","senators reed and whitehouse support","https://steveahlquist.substack.com/p/senators-reed-and-whitehouse-support"
"2025-10-11",10,2025,"transgender","Comments - Senators Reed and Whitehouse support NDAA that targets transgender rights ...","steveahlquist.substack.com","steveahlquist","senators reed and whitehouse support","https://steveahlquist.substack.com/p/senators-reed-and-whitehouse-support/comments"
"2025-11-07",11,2025,"gender identity","189. The Breezy Inequity of Trump v. Orr - Steve Vladeck | Substack","stevevladeck.com","stevevladeck.com","189 the breezy inequity of trump","https://www.stevevladeck.com/p/189-the-breezy-inequity-of-trump"
"2025-11-07",11,2025,"transgender","SCOTUS Rules Against Trans People's Passport Gender Markers In Shadow Docket Ruling","erininthemorning.com","erininthemorning.com","scotus rules against trans peoples","https://www.erininthemorning.com/p/scotus-rules-against-trans-peoples"
"2025-11-07",11,2025,"transgender","SCOTUS lets Trump administration implement anti-trans, anti-nonbinary passport policy","lawdork.com","lawdork.com","scotus trump rubio passport policy stay order","https://www.lawdork.com/p/scotus-trump-rubio-passport-policy-stay-order"
"2025-11-07",11,2025,"gender identity","6th Circuit Rules Cis Students May Bully Trans Students By Repeatedly Misgendering Them","erininthemorning.com","erininthemorning.com","6th circuit rules cis students may","https://www.erininthemorning.com/p/6th-circuit-rules-cis-students-may"
"2025-11-07",11,2025,"transgender","6th Circuit Rules Cis Students May Bully Trans Students By Repeatedly Misgendering Them","erininthemorning.com","erininthemorning.com","6th circuit rules cis students may","https://www.erininthemorning.com/p/6th-circuit-rules-cis-students-may"
"2025-11-07",11,2025,"gender identity","WSU Suspends Hate Group's Medical Courses; Coalition Says Make It Permanent","erininthemorning.com","erininthemorning.com","wsu suspends hate groups medical","https://www.erininthemorning.com/p/wsu-suspends-hate-groups-medical"
"2025-11-08",11,2025,"transgender","WSU Suspends Hate Group's Medical Courses; Coalition Says Make It Permanent","erininthemorning.com","erininthemorning.com","wsu suspends hate groups medical","https://www.erininthemorning.com/p/wsu-suspends-hate-groups-medical"
"2025-11-08",11,2025,"biological sex","Nutmeg's Week: Martine Croxall, Tish Hyman; Helen Belcher - The Glinner Update","grahamlinehan.substack.com","grahamlinehan","nutmegs week martine croxall tish","https://grahamlinehan.substack.com/p/nutmegs-week-martine-croxall-tish"
"2025-11-10",11,2025,"biological sex","191. Taking Stock After a Wild Week - by Steve Vladeck","stevevladeck.com","stevevladeck.com","191 taking stock after a wild week","https://www.stevevladeck.com/p/191-taking-stock-after-a-wild-week"
"2025-11-10",11,2025,"biological sex","Judicial Notice (11.09.25): 'It's A War, Man'","davidlat.substack.com","davidlat","yale law dean finalists todd blanche war comments sean dunn verdict goodwin partner departures","https://davidlat.substack.com/p/yale-law-dean-finalists-todd-blanche-war-comments-sean-dunn-verdict-goodwin-partner-departures"
"2025-11-10",11,2025,"transgender","Continuing Resolution And Shutdown Compromise Contains No Anti-Trans Riders","erininthemorning.com","erininthemorning.com","continuing resolution and shutdown","https://www.erininthemorning.com/p/continuing-resolution-and-shutdown"
"2025-11-11",11,2025,"biological sex","Why Gay Marriage Is Safe from the Supreme Court—for Now - The Free Press","thefp.com","thefp.com","why gay marriage is safe from the","https://www.thefp.com/p/why-gay-marriage-is-safe-from-the"
"2025-11-11",11,2025,"biological sex","Is Kane's workload offset by winter break?","henrywinter.football","henrywinter.football","is kanes workload offset by winter","https://www.henrywinter.football/p/is-kanes-workload-offset-by-winter"
"2025-11-11",11,2025,"gender identity","Some Tennessee Libraries Shut Down For “Emergency Closure” Over Transgender Books","erininthemorning.com","erininthemorning.com","some tennessee libraries shut down","https://www.erininthemorning.com/p/some-tennessee-libraries-shut-down"
"2025-11-12",11,2025,"transgender","Some Tennessee Libraries Shut Down For “Emergency Closure” Over Transgender Books","erininthemorning.com","erininthemorning.com","some tennessee libraries shut down","https://www.erininthemorning.com/p/some-tennessee-libraries-shut-down"
"2025-11-12",11,2025,"gender identity","The crisis at the BBC is no victory for the right - Stephen Daisley","stephendaisley.substack.com","stephendaisley","the crisis at the bbc is no victory","https://stephendaisley.substack.com/p/the-crisis-at-the-bbc-is-no-victory"
"2025-11-12",11,2025,"biological sex","The Unhappiness Manifesto - by Matt Taibbi - Racket News","racket.news","racket.news","the unhappiness manifesto","https://www.racket.news/p/the-unhappiness-manifesto"
"2025-11-13",11,2025,"biological sex","The Great Affordability-Washing of the Democrats - The Liberal Patriot","liberalpatriot.com","liberalpatriot.com","the great affordability washing of","https://www.liberalpatriot.com/p/the-great-affordability-washing-of"
"2025-11-13",11,2025,"transgender","Veterans Group Urges States To Pass Protective Policies In Response To Trump Trans Bans","erininthemorning.com","erininthemorning.com","veterans group urges states to pass","https://www.erininthemorning.com/p/veterans-group-urges-states-to-pass"
"2025-11-14",11,2025,"biological sex","Fiona Hill On Putin's War And Populism - by Andrew Sullivan - Substack","andrewsullivan.substack.com","andrewsullivan","fiona hill on putins war and populism","https://andrewsullivan.substack.com/p/fiona-hill-on-putins-war-and-populism"
"2025-11-14",11,2025,"transgender","Trump Admin Quietly Changes State Department Page To Indicate It May Invalidate Trans Passports","erininthemorning.com","erininthemorning.com","trump admin quietly changes state","https://www.erininthemorning.com/p/trump-admin-quietly-changes-state"
"2025-11-15",11,2025,"gender identity","Fiona Hill On Putin's War And Populism - by Andrew Sullivan - Substack","andrewsullivan.substack.com","andrewsullivan","fiona hill on putins war and populism","https://andrewsullivan.substack.com/p/fiona-hill-on-putins-war-and-populism"
"2025-11-16",11,2025,"biological sex","Nutmeg's week: The BBC's war on reality might be over","grahamlinehan.substack.com","grahamlinehan","nutmegs week the bbcs war on reality","https://grahamlinehan.substack.com/p/nutmegs-week-the-bbcs-war-on-reality"
"2025-11-16",11,2025,"transgender","A Manifesto for Liberal Trans Activism - by Jamie Paul","persuasion.community","persuasion.community","a manifesto for liberal trans activism","https://www.persuasion.community/p/a-manifesto-for-liberal-trans-activism"
"2025-11-16",11,2025,"biological sex","Nutmeg's week: The BBC's war on reality might be over","grahamlinehan.substack.com","grahamlinehan","nutmegs week the bbcs war on reality","https://grahamlinehan.substack.com/p/nutmegs-week-the-bbcs-war-on-reality?utm_source=substack&utm_medium=email&utm_content=share&action=share"
"2025-11-16",11,2025,"biological sex","A Manifesto for Liberal Trans Activism - by Jamie Paul","persuasion.community","persuasion.community","a manifesto for liberal trans activism","https://www.persuasion.community/p/a-manifesto-for-liberal-trans-activism"
"2025-11-16",11,2025,"gender identity","A Manifesto for Liberal Trans Activism - by Jamie Paul","persuasion.community","persuasion.community","a manifesto for liberal trans activism","https://www.persuasion.community/p/a-manifesto-for-liberal-trans-activism"
"2025-11-16",11,2025,"transgender","The Lavender Ledger: Your Strategic LGBTQ+ Reader By Erin In The Morning","erininthemorning.com","erininthemorning.com","the lavender ledger your strategic f6e","https://www.erininthemorning.com/p/the-lavender-ledger-your-strategic-f6e"
