"","EntryPublished","EntryTitle","region","keyword","dayweek","month","year","RSS","the_day","EntryURL","count"
"45","June 09, 2025 at 11:02AM","The Trump Administration's Nasty Campaign Against Trans People - The Atlantic","USA","transgender","Monday",6,2025,"11193014132467407489",2025-06-09,"https://www.theatlantic.com/ideas/archive/2025/06/trump-transgender-treatments-gender/683046/",4
"46","March 19, 2024 at 10:16AM","The Worst Argument for Youth Transition - The Atlantic","USA","gender identity","Tuesday",3,2024,"4028362110021709687",2024-03-19,"https://www.theatlantic.com/ideas/archive/2024/03/trans-youth-transition-andrea-long-chu/677796/",4
"47","March 19, 2024 at 10:06PM","The Worst Argument for Youth Transition - The Atlantic","USA","transgender","Tuesday",3,2024,"11193014132467407489",2024-03-19,"https://www.theatlantic.com/ideas/archive/2024/03/trans-youth-transition-andrea-long-chu/677796/",4
"48","March 19, 2024 at 10:16AM","The Worst Argument for Youth Transition - The Atlantic","all regions","gender identity","Tuesday",3,2024,"14792114867614311782",2024-03-19,"https://www.theatlantic.com/ideas/archive/2024/03/trans-youth-transition-andrea-long-chu/677796/",4
"49","May 01, 2023 at 04:40PM","What Readers Really Think About Gender - The Atlantic","all regions","biological sex","Monday",5,2023,"17630397442231169432",2023-05-01,"https://www.theatlantic.com/newsletters/archive/2023/05/what-readers-really-think-about-gender/673920/",4
"50","May 01, 2023 at 04:40PM","What Readers Really Think About Gender - The Atlantic","all regions","gender identity","Monday",5,2023,"14792114867614311782",2023-05-01,"https://www.theatlantic.com/newsletters/archive/2023/05/what-readers-really-think-about-gender/673920/",4
"51","May 01, 2023 at 04:06PM","What Readers Really Think About Gender - The Atlantic","USA","biological sex","Monday",5,2023,"16843718063138847601",2023-05-01,"https://www.theatlantic.com/newsletters/archive/2023/05/what-readers-really-think-about-gender/673920/",4
"52","May 01, 2023 at 04:40PM","What Readers Really Think About Gender - The Atlantic","USA","gender identity","Monday",5,2023,"4028362110021709687",2023-05-01,"https://www.theatlantic.com/newsletters/archive/2023/05/what-readers-really-think-about-gender/673920/",4
"53","March 19, 2024 at 07:05PM","The Worst Argument for Youth Transition - The Atlantic",NA,"gender ideology","Tuesday",3,2024,"8717893479030415655",2024-03-19,"https://www.theatlantic.com/ideas/archive/2024/03/trans-youth-transition-andrea-long-chu/677796/",4
"54","March 3, 2026 at 10:34AM","In Defense of Effeminate Gay Boys - The Atlantic","all regions","gender identity","Tuesday",3,2026,"14792114867614311782",2026-03-03,"https://www.theatlantic.com/ideas/2026/03/gay-boys-lgbtq-trans/686179/",3
"55","March 3, 2026 at 10:39AM","In Defense of Effeminate Gay Boys - The Atlantic","all regions","biological sex","Tuesday",3,2026,"17630397442231169432",2026-03-03,"https://www.theatlantic.com/ideas/2026/03/gay-boys-lgbtq-trans/686179/",3
"56","March 3, 2026 at 07:00AM","In Defense of Effeminate Gay Boys - The Atlantic","USA","gender identity","Tuesday",3,2026,"4028362110021709687",2026-03-03,"https://www.theatlantic.com/ideas/2026/03/gay-boys-lgbtq-trans/686179/",3
"57","January 13, 2026 at 04:06PM","Texas Sends Plato Back to His Cave - The Atlantic","all regions","gender identity","Tuesday",1,2026,"14792114867614311782",2026-01-13,"https://www.theatlantic.com/ideas/2026/01/texas-censorship-plato-philosophy-sexuality/685597/",3
"58","January 13, 2026 at 05:36PM","Texas Sends Plato Back to His Cave - The Atlantic","USA","gender identity","Tuesday",1,2026,"4028362110021709687",2026-01-13,"https://www.theatlantic.com/ideas/2026/01/texas-censorship-plato-philosophy-sexuality/685597/",3
"59","April 21, 2023 at 05:28PM","How the Gender Debate Veered Off Track - The Atlantic","USA","gender identity","Friday",4,2023,"4028362110021709687",2023-04-21,"https://www.theatlantic.com/newsletters/archive/2023/04/how-the-gender-debate-veered-off-track/673819/",3
"60","January 29, 2025 at 09:45AM","The Attack on Trans Rights Won't End There - The Atlantic","all regions","biological sex","Wednesday",1,2025,"17630397442231169432",2025-01-29,"https://www.theatlantic.com/ideas/archive/2025/01/trans-rights-skrmetti-trump/681485/",3
"61","January 29, 2025 at 09:45AM","The Attack on Trans Rights Won't End There - The Atlantic","USA","biological sex","Wednesday",1,2025,"16843718063138847601",2025-01-29,"https://www.theatlantic.com/ideas/archive/2025/01/trans-rights-skrmetti-trump/681485/",3
"62","January 29, 2025 at 09:45AM","The Attack on Trans Rights Won't End There - The Atlantic","USA","gender identity","Wednesday",1,2025,"4028362110021709687",2025-01-29,"https://www.theatlantic.com/ideas/archive/2025/01/trans-rights-skrmetti-trump/681485/",3
"63","October 24, 2024 at 03:08AM","The Positions That the Democrats Won't Defend - The Atlantic","USA","gender identity","Thursday",10,2024,"4028362110021709687",2024-10-24,"https://www.theatlantic.com/politics/archive/2024/10/trump-rachel-levine-trans-issues/680333/",3
"64","October 24, 2024 at 06:09AM","The Positions That the Democrats Won't Defend - The Atlantic","all regions","gender identity","Thursday",10,2024,"14792114867614311782",2024-10-24,"https://www.theatlantic.com/politics/archive/2024/10/trump-rachel-levine-trans-issues/680333/",3
"65","April 21, 2023 at 05:28PM","How the Gender Debate Veered Off Track - The Atlantic","all regions","gender identity","Friday",4,2023,"14792114867614311782",2023-04-21,"https://www.theatlantic.com/newsletters/archive/2023/04/how-the-gender-debate-veered-off-track/673819/",3
"66","January 13, 2026 at 04:06PM","Texas Sends Plato Back to His Cave - The Atlantic",NA,"gender ideology","Tuesday",1,2026,"8717893479030415655",2026-01-13,"https://www.theatlantic.com/ideas/2026/01/texas-censorship-plato-philosophy-sexuality/685597/",3
"67","April 21, 2023 at 05:28PM","How the Gender Debate Veered Off Track - The Atlantic",NA,"transgenderism","Friday",4,2023,"15658552694435684511",2023-04-21,"https://www.theatlantic.com/newsletters/archive/2023/04/how-the-gender-debate-veered-off-track/673819/",3
"68","October 24, 2024 at 03:08AM","The Positions That the Democrats Won't Defend - The Atlantic",NA,"gender ideology","Thursday",10,2024,"8717893479030415655",2024-10-24,"https://www.theatlantic.com/politics/archive/2024/10/trump-rachel-levine-trans-issues/680333/",3
"69","March 3, 2026 at 08:04PM","In Defense of Effeminate Boys - The Atlantic","all regions","transgender","Tuesday",3,2026,"1916116072231156194",2026-03-03,"https://www.theatlantic.com/ideas/2026/03/gay-boys-lgbtq-trans/686179/",2
"70","March 3, 2026 at 10:39AM","In Defense of Effeminate Boys - The Atlantic","USA","biological sex","Tuesday",3,2026,"16843718063138847601",2026-03-03,"https://www.theatlantic.com/ideas/2026/03/gay-boys-lgbtq-trans/686179/",2
"71","January 22, 2023 at 04:05PM","The Culture Wars Look Different on Wikipedia - The Atlantic","all regions","gender identity","Sunday",1,2023,"14792114867614311782",2023-01-22,"https://www.theatlantic.com/technology/archive/2023/01/wikipedia-gender-identity-pronouns-guidelines/672806/",2
"72","January 22, 2023 at 10:10PM","The Culture Wars Look Different on Wikipedia - The Atlantic","USA","gender identity","Sunday",1,2023,"4028362110021709687",2023-01-22,"https://www.theatlantic.com/technology/archive/2023/01/wikipedia-gender-identity-pronouns-guidelines/672806/",2
"73","March 24, 2025 at 09:04AM","How the Closet Really Works - The Atlantic","USA","transgender","Monday",3,2025,"11193014132467407489",2025-03-24,"https://www.theatlantic.com/books/archive/2025/03/how-closet-really-works-for-transgender-people/682141/",2
"74","April 01, 2025 at 10:19AM","The Top Goal of Project 2025 Is Still to Come - The Atlantic","USA","biological sex","Tuesday",4,2025,"16843718063138847601",2025-04-01,"https://www.theatlantic.com/ideas/archive/2025/04/project-2025-top-goal/682142/",2
"75","October 04, 2025 at 11:05AM","A Deal That Would End Universities' Independence - The Atlantic","all regions","gender identity","Saturday",10,2025,"14792114867614311782",2025-10-04,"https://www.theatlantic.com/ideas/archive/2025/10/higher-education-compact-trump-deal/684457/",2
"76","October 04, 2025 at 11:05AM","A Deal That Would End Universities' Independence - The Atlantic","USA","gender identity","Saturday",10,2025,"4028362110021709687",2025-10-04,"https://www.theatlantic.com/ideas/archive/2025/10/higher-education-compact-trump-deal/684457/",2
"77","April 30, 2023 at 07:43AM","Ron DeSantis's Vision of Freedom Is Unconstitutional - The Atlantic","USA","gender identity","Sunday",4,2023,"4028362110021709687",2023-04-30,"https://www.theatlantic.com/ideas/archive/2023/04/desantis-disney-lawsuit-free-speech-florida/673903/",2
"78","August 19, 2025 at 12:08PM","The Two-Word Phrase Unleashing Chaos at the NIH - The Atlantic","all regions","gender identity","Tuesday",8,2025,"14792114867614311782",2025-08-19,"https://www.theatlantic.com/health/archive/2025/08/nih-scientifically-justified-research/683913/",2
"79","July 12, 2025 at 04:27PM","A Strange Time to Be Trans - The Atlantic","all regions","transgender","Saturday",7,2025,"1916116072231156194",2025-07-12,"https://www.theatlantic.com/ideas/archive/2025/07/youth-gender-transition/683513/",2
"80","March 24, 2025 at 09:04AM","How the Closet Really Works - The Atlantic","all regions","transgender","Monday",3,2025,"1916116072231156194",2025-03-24,"https://www.theatlantic.com/books/archive/2025/03/how-closet-really-works-for-transgender-people/682141/",2
"81","April 01, 2025 at 10:19AM","The Top Goal of Project 2025 Is Still to Come - The Atlantic","all regions","biological sex","Tuesday",4,2025,"17630397442231169432",2025-04-01,"https://www.theatlantic.com/ideas/archive/2025/04/project-2025-top-goal/682142/",2
"82","August 19, 2025 at 12:08PM","The Two-Word Phrase Unleashing Chaos at the NIH - The Atlantic","USA","gender identity","Tuesday",8,2025,"4028362110021709687",2025-08-19,"https://www.theatlantic.com/health/archive/2025/08/nih-scientifically-justified-research/683913/",2
"83","July 12, 2025 at 01:26PM","A Strange Time to Be Trans - The Atlantic","USA","transgender","Saturday",7,2025,"11193014132467407489",2025-07-12,"https://www.theatlantic.com/ideas/archive/2025/07/youth-gender-transition/683513/",2
"84","November 10, 2024 at 01:25PM","Will Trump Change How We Talk? 'SNL' Thinks So - The Atlantic","USA","gender identity","Sunday",11,2024,"4028362110021709687",2024-11-10,"https://www.theatlantic.com/culture/archive/2024/11/saturday-night-live-bill-burr-post-election/680614/",2
"85","November 08, 2024 at 06:39AM","What the Left Keeps Getting Wrong - The Atlantic","USA","gender identity","Friday",11,2024,"4028362110021709687",2024-11-08,"https://www.theatlantic.com/ideas/archive/2024/11/progressives-errors-2024-election/680563/",2
"86","April 12, 2024 at 09:37PM","Britain Is Leaving the U.S. Gender-Medicine Debate Behind - The Atlantic","USA","gender identity","Friday",4,2024,"4028362110021709687",2024-04-12,"https://www.theatlantic.com/ideas/archive/2024/04/cass-report-youth-gender-medicine/678031/",2
"87","March 31, 2024 at 07:16AM","Utah's Promising New Anti-DEI Law - The Atlantic","USA","gender identity","Sunday",3,2024,"4028362110021709687",2024-03-31,"https://www.theatlantic.com/ideas/archive/2024/03/utah-anti-dei-law-higher-education/677928/",2
"88","March 25, 2024 at 09:38AM","The Phantasms of Judith Butler - The Atlantic","USA","biological sex","Monday",3,2024,"16843718063138847601",2024-03-25,"https://www.theatlantic.com/books/archive/2024/03/judith-butler-whos-afraid-of-gender/677874/",2
"89","November 08, 2024 at 12:40PM","What the Left Keeps Getting Wrong - The Atlantic","all regions","gender identity","Friday",11,2024,"14792114867614311782",2024-11-08,"https://www.theatlantic.com/ideas/archive/2024/11/progressives-errors-2024-election/680563/",2
"90","November 10, 2024 at 01:25PM","Will Trump Change How We Talk? 'SNL' Thinks So - The Atlantic","all regions","gender identity","Sunday",11,2024,"14792114867614311782",2024-11-10,"https://www.theatlantic.com/culture/archive/2024/11/saturday-night-live-bill-burr-post-election/680614/",2
"91","April 13, 2024 at 12:38AM","Britain Is Leaving the U.S. Gender-Medicine Debate Behind - The Atlantic","all regions","gender identity","Saturday",4,2024,"14792114867614311782",2024-04-13,"https://www.theatlantic.com/ideas/archive/2024/04/cass-report-youth-gender-medicine/678031/",2
"92","March 31, 2024 at 10:14AM","Utah's Promising New Anti-DEI Law - The Atlantic","all regions","gender identity","Sunday",3,2024,"14792114867614311782",2024-03-31,"https://www.theatlantic.com/ideas/archive/2024/03/utah-anti-dei-law-higher-education/677928/",2
"93","March 25, 2024 at 09:38AM","The Phantasms of Judith Butler - The Atlantic","all regions","biological sex","Monday",3,2024,"17630397442231169432",2024-03-25,"https://www.theatlantic.com/books/archive/2024/03/judith-butler-whos-afraid-of-gender/677874/",2
"94","December 07, 2023 at 10:34AM","Trump's Plan to Police Gender - The Atlantic","all regions","gender identity","Thursday",12,2023,"14792114867614311782",2023-12-07,"https://www.theatlantic.com/magazine/archive/2024/01/trump-lgbtq-transgender-community-protections/676139/",2
"95","October 23, 2023 at 04:21PM","The Atlantic's 2023 Report on Diversity & Inclusion","USA","gender identity","Monday",10,2023,"4028362110021709687",2023-10-23,"https://www.theatlantic.com/press-releases/archive/2023/10/2023-report-on-diversity-inclusion/675737/",2
"96","April 30, 2023 at 11:04AM","Ron DeSantis's Vision of Freedom Is Unconstitutional - The Atlantic","all regions","gender identity","Sunday",4,2023,"14792114867614311782",2023-04-30,"https://www.theatlantic.com/ideas/archive/2023/04/desantis-disney-lawsuit-free-speech-florida/673903/",2
"97","October 23, 2023 at 04:21PM","The Atlantic's 2023 Report on Diversity & Inclusion","all regions","gender identity","Monday",10,2023,"14792114867614311782",2023-10-23,"https://www.theatlantic.com/press-releases/archive/2023/10/2023-report-on-diversity-inclusion/675737/",2
"98","August 08, 2023 at 07:37AM","The British Left Makes a Sharp Turn on Gender - The Atlantic","USA","biological sex","Tuesday",8,2023,"16843718063138847601",2023-08-08,"https://www.theatlantic.com/ideas/archive/2023/08/uk-trans-rights-labour-party/674944/",2
"99","September 10, 2023 at 11:33AM","Red States Are Rolling Back the Rights Revolution - The Atlantic","USA","transgender","Sunday",9,2023,"11193014132467407489",2023-09-10,"https://www.theatlantic.com/politics/archive/2023/09/supreme-court-republican-civil-rights/675265/",2
"100","September 11, 2023 at 08:36AM","Red States Are Rolling Back the Rights Revolution - The Atlantic","all regions","transgender","Monday",9,2023,"1916116072231156194",2023-09-11,"https://www.theatlantic.com/politics/archive/2023/09/supreme-court-republican-civil-rights/675265/",2
"101","August 08, 2023 at 07:37AM","The British Left Makes a Sharp Turn on Gender - The Atlantic","all regions","biological sex","Tuesday",8,2023,"17630397442231169432",2023-08-08,"https://www.theatlantic.com/ideas/archive/2023/08/uk-trans-rights-labour-party/674944/",2
"102","June 21, 2023 at 11:27AM","The Gaps Between Media and Reality - The Atlantic","all regions","biological sex","Wednesday",6,2023,"17630397442231169432",2023-06-21,"https://www.theatlantic.com/newsletters/archive/2023/06/the-gaps-between-media-and-reality/674468/",2
"103","June 21, 2023 at 11:27AM","The Gaps Between Media and Reality - The Atlantic","USA","biological sex","Wednesday",6,2023,"16843718063138847601",2023-06-21,"https://www.theatlantic.com/newsletters/archive/2023/06/the-gaps-between-media-and-reality/674468/",2
"104","December 07, 2023 at 10:34AM","Trump's Plan to Police Gender - The Atlantic","USA","gender identity","Thursday",12,2023,"4028362110021709687",2023-12-07,"https://www.theatlantic.com/magazine/archive/2024/01/trump-lgbtq-transgender-community-protections/676139/",2
"105","March 06, 2025 at 07:45AM","The 'Reality Check' in Hunter Schafer's Viral Passport Video - The Atlantic","USA","biological sex","Thursday",3,2025,"16843718063138847601",2025-03-06,"https://www.theatlantic.com/culture/archive/2025/03/hunter-schafer-celebrity-activism-trump-policies/681935/",1
"106","November 07, 2025 at 08:05AM","A Conservative Case for Feminization - The Atlantic","all regions","biological sex","Friday",11,2025,"17630397442231169432",2025-11-07,"https://www.theatlantic.com/books/2025/11/conservative-case-for-feminization/684852/",1
"107","October 06, 2025 at 12:21PM","The Supreme Court Is Giving Liberals an Opportunity - The Atlantic","all regions","gender identity","Monday",10,2025,"14792114867614311782",2025-10-06,"https://www.theatlantic.com/ideas/archive/2025/10/mahmoud-taylor-liberal-pluralism/684464/",1
"108","September 19, 2025 at 04:37AM","Why People Fell for an Outlandish Charlie Kirk Theory - The Atlantic","all regions","transgender","Friday",9,2025,"1916116072231156194",2025-09-19,"https://www.theatlantic.com/ideas/archive/2025/09/charlie-kirk-shooter-groyper/684244/",1
"109","September 22, 2025 at 03:50PM","The Atlantic's 2025 Report on Diversity & Inclusion","all regions","gender identity","Monday",9,2025,"14792114867614311782",2025-09-22,"https://www.theatlantic.com/press-releases/archive/2025/09/the-atlantics-2025-report-on-diversity-inclusion/684295/?utm_source=feed",1
"110","January 11, 2026 at 07:05AM","The Most Shouted-At Politician in America - The Atlantic","USA","gender identity","Sunday",1,2026,"4028362110021709687",2026-01-11,"https://www.theatlantic.com/ideas/2026/01/scott-wiener-yimby-shouted-at/685566/",1
