"the_day","month","year","keyword","EntryTitle","pullURL","subname","post_ID","EntryURL"
2025-03-02,3,2025,"gender identity","DOGE Cuts $10.9M in NIH Grants—Here's What Was Defunded - Substack","substack.com","substack.com","158212430","https://substack.com/home/post/p-158212430?source=queue"
2025-03-04,3,2025,"gender identity","Testimony Reveals Fraud in Washington Gender Clinics","substack.com","substack.com","158200955","https://substack.com/home/post/p-158200955?utm_campaign=post&utm_medium=web"
2025-03-04,3,2025,"biological sex","Senate Rejects Transgender Sports Ban, Sparking Debate Over Fairness and Inclusion","substack.com","substack.com","158369770","https://substack.com/home/post/p-158369770?utm_campaign=post&utm_medium=web"
2025-03-04,3,2025,"gender identity","So much for S.9 - by Kara Dansky - The TERF Report - Substack","substack.com","substack.com","158372936","https://substack.com/home/post/p-158372936?utm_campaign=post&utm_medium=web"
2025-03-06,3,2025,"biological sex","Michigan Republicans Slam MHSAA in Fiery Press Conference: 'Follow Trump's Order or ...","substack.com","substack.com","158520401","https://substack.com/home/post/p-158520401?utm_campaign=post&utm_medium=web"
2025-03-21,3,2025,"gender identity","The Rhode Island Interscholastic League obeys in advance and weakens protections for ...","steveahlquist.substack.com","steveahlquist","the rhode island interscholastic","https://steveahlquist.substack.com/p/the-rhode-island-interscholastic"
2025-03-23,3,2025,"gender identity","Exploring the Intersection of Neurodivergence, Gender Identity and Menopause - Substack","substack.com","substack.com","153091717","https://substack.com/home/post/p-153091717?source=queue"
2025-03-25,3,2025,"gender identity","The RI Interscholastic League refuses to answer basic questions about changes to its ...","steveahlquist.substack.com","steveahlquist","the ri interscholastic league refuses","https://steveahlquist.substack.com/p/the-ri-interscholastic-league-refuses?utm_source=substack&utm_medium=email&utm_content=share&action=share"
2025-03-29,3,2025,"gender identity","Foster School District redefined ""sex"" in possible violation of state and federal law","steveahlquist.substack.com","steveahlquist","foster school district redefined","https://steveahlquist.substack.com/p/foster-school-district-redefined"
2026-01-08,1,2026,"biological sex","Journalists Should Not Use the Term “Assigned Sex at Birth” When Covering Transgender Issues","benryan.substack.com","benryan","journalists should not use the term","https://benryan.substack.com/p/journalists-should-not-use-the-term"
2026-01-11,1,2026,"transgender","Nutmeg's week: Stonewall, Mermaids, Bash Back - The Glinner Update","grahamlinehan.substack.com","grahamlinehan","nutmegs week stonewall mermaids bash","https://grahamlinehan.substack.com/p/nutmegs-week-stonewall-mermaids-bash"
2026-01-17,1,2026,"gender identity","Messy Conversations: When Loved Ones Leave the Faith - Substack","substack.com","substack.com","184043212","https://substack.com/home/post/p-184043212?source=queue"
2026-01-17,1,2026,"gender identity","Follow the Money: Venezuelan Oil, Qatar, and Trump's Accountability Crisis","mitchthelawyer.substack.com","mitchthelawyer","follow the money venezuelan oil qatar","https://mitchthelawyer.substack.com/p/follow-the-money-venezuelan-oil-qatar"
2026-01-18,1,2026,"gender identity","On banning Plato - Ruby's Studio","substack.com","substack.com","184758658","https://substack.com/home/post/p-184758658?source=queue"
2025-12-19,12,2025,"gender identity","Freedom Falls - by Gillian Branstetter - The Autonomy","autonomy.substack.com","autonomy","freedom falls","https://autonomy.substack.com/p/freedom-falls"
2025-12-25,12,2025,"transgender","Attorney General coalition files lawsuit challenging federal attack on gender-affirming care","steveahlquist.substack.com","steveahlquist","attorney general coalition files","https://steveahlquist.substack.com/p/attorney-general-coalition-files"
2025-12-28,12,2025,"biological sex","The Road to Hell Is Paved With Good Intentions (And Terrible Results) - Substack","substack.com","substack.com","182721660","https://substack.com/home/post/p-182721660?source=queue"
2025-12-28,12,2025,"biological sex","Sex and Gender in New Zealand Politics - Substack","substack.com","substack.com","182382723","https://substack.com/home/post/p-182382723?source=queue"
2025-12-28,12,2025,"gender identity","Sex and Gender in New Zealand Politics - Substack","substack.com","substack.com","182382723","https://substack.com/home/post/p-182382723?source=queue"
2025-12-28,12,2025,"transgender","The Year of the Common Movement - by Gillian Branstetter - The Autonomy","autonomy.substack.com","autonomy","the year of the common movement","https://autonomy.substack.com/p/the-year-of-the-common-movement"
2026-01-02,1,2026,"biological sex","Daughters and Destroyers - by Jenny Nabben - The Glinner Update","grahamlinehan.substack.com","grahamlinehan","daughters and destroyers","https://grahamlinehan.substack.com/p/daughters-and-destroyers"
2026-01-02,1,2026,"gender identity","When the Government Polices Words Instead of Protecting Children","mitchthelawyer.substack.com","mitchthelawyer","when the government polices words","https://mitchthelawyer.substack.com/p/when-the-government-polices-words"
2026-01-02,1,2026,"biological sex","a Kinesiologist Casts Doubt on Sex-Based Athletic Differences - Hazard Ratio: Benjamin Ryan","benryan.substack.com","benryan","there is a vast over inflation of","https://benryan.substack.com/p/there-is-a-vast-over-inflation-of?utm_source=substack&utm_medium=email&utm_content=share&action=share"
2026-01-02,1,2026,"transgender","a Kinesiologist Casts Doubt on Sex-Based Athletic Differences - Hazard Ratio: Benjamin Ryan","benryan.substack.com","benryan","there is a vast over inflation of","https://benryan.substack.com/p/there-is-a-vast-over-inflation-of"
2026-01-03,1,2026,"biological sex","a Kinesiologist Casts Doubt on Sex-Based Athletic Differences - Hazard Ratio: Benjamin Ryan","benryan.substack.com","benryan","there is a vast over inflation of","https://benryan.substack.com/p/there-is-a-vast-over-inflation-of"
2025-11-10,11,2025,"biological sex","Judicial Notice (11.09.25): 'It's A War, Man'","davidlat.substack.com","davidlat","yale law dean finalists todd blanche war comments sean dunn verdict goodwin partner departures","https://davidlat.substack.com/p/yale-law-dean-finalists-todd-blanche-war-comments-sean-dunn-verdict-goodwin-partner-departures"
2025-11-14,11,2025,"biological sex","Fiona Hill On Putin's War And Populism - by Andrew Sullivan - Substack","andrewsullivan.substack.com","andrewsullivan","fiona hill on putins war and populism","https://andrewsullivan.substack.com/p/fiona-hill-on-putins-war-and-populism"
2025-11-14,11,2025,"gender identity","Fiona Hill On Putin's War And Populism - by Andrew Sullivan - Substack","andrewsullivan.substack.com","andrewsullivan","fiona hill on putins war and populism","https://andrewsullivan.substack.com/p/fiona-hill-on-putins-war-and-populism"
2025-11-16,11,2025,"biological sex","Nutmeg's week: The BBC's war on reality might be over","grahamlinehan.substack.com","grahamlinehan","nutmegs week the bbcs war on reality","https://grahamlinehan.substack.com/p/nutmegs-week-the-bbcs-war-on-reality"
2025-11-16,11,2025,"biological sex","Nutmeg's week: The BBC's war on reality might be over","grahamlinehan.substack.com","grahamlinehan","nutmegs week the bbcs war on reality","https://grahamlinehan.substack.com/p/nutmegs-week-the-bbcs-war-on-reality?utm_source=substack&utm_medium=email&utm_content=share&action=share"
2025-11-17,11,2025,"biological sex","November 16, 2025 - by Heather Cox Richardson - Substack","heathercoxrichardson.substack.com","heathercoxrichardson","november 16 2025 190","https://heathercoxrichardson.substack.com/p/november-16-2025-190"
2025-11-19,11,2025,"biological sex","Between the Circuits: What 119 Federal Appellate Decisions Reveal - Legalytics","legalytics.substack.com","legalytics","between the circuits what 119 federal","https://legalytics.substack.com/p/between-the-circuits-what-119-federal?utm_source=substack&utm_medium=email&utm_content=share&action=share"
2025-11-19,11,2025,"gender identity","Unmasked At Last: The 9 Authors of the Trump Administration Report On Pediatric Gender ...","benryan.substack.com","benryan","unmasked at last the 9 authors of","https://benryan.substack.com/p/unmasked-at-last-the-9-authors-of"
2025-10-31,10,2025,"gender identity","Study Faults India's Legal System for Failing Survivors of Tech-Driven Gender Violence","africabrief.substack.com","africabrief","study faults indias legal system","https://africabrief.substack.com/p/study-faults-indias-legal-system"
2025-11-04,11,2025,"gender identity","Dear Phobic Christians, Love LGBTQ People Or Leave Them the Hell Alone","johnpavlovitz.substack.com","johnpavlovitz","dear phobic christians love lgbtq","https://johnpavlovitz.substack.com/p/dear-phobic-christians-love-lgbtq?utm_source=substack&utm_medium=email&utm_content=share&action=share"
2025-10-01,10,2025,"gender identity","Dr. Johanna Olson-Kennedy, Controversial Gender Doctor, Starts New Job at Pasadena ...","benryan.substack.com","benryan","dr johanna olson kennedy controversial","https://benryan.substack.com/p/dr-johanna-olson-kennedy-controversial?utm_source=substack&utm_medium=email&utm_content=share&action=share"
2025-10-04,10,2025,"transgender","ACLU condemns the Trump's newest threats to higher education - Steve Ahlquist | Substack","steveahlquist.substack.com","steveahlquist","aclu condemns the trumps newest threats","https://steveahlquist.substack.com/p/aclu-condemns-the-trumps-newest-threats?utm_source=substack&utm_medium=email&utm_content=share&action=share"
2025-10-11,10,2025,"biological sex","Nutmeg's week: Andrew Boff, Sophie Ellis Bextor, Big Brother - The Glinner Update","grahamlinehan.substack.com","grahamlinehan","nutmegs week andrew boff sophie ellis","https://grahamlinehan.substack.com/p/nutmegs-week-andrew-boff-sophie-ellis"
2025-10-11,10,2025,"transgender","Senators Reed and Whitehouse support NDAA that targets transgender rights and allows ...","steveahlquist.substack.com","steveahlquist","senators reed and whitehouse support","https://steveahlquist.substack.com/p/senators-reed-and-whitehouse-support?utm_source=substack&utm_medium=email&utm_content=share&action=share"
2025-10-11,10,2025,"transgender","Comments - Senators Reed and Whitehouse support NDAA that targets transgender rights ...","steveahlquist.substack.com","steveahlquist","senators reed and whitehouse support","https://steveahlquist.substack.com/p/senators-reed-and-whitehouse-support/comments"
2025-09-26,9,2025,"gender identity","Wesley Yang On Gender Madness - by Andrew Sullivan","andrewsullivan.substack.com","andrewsullivan","wesley yang on gender madness","https://andrewsullivan.substack.com/p/wesley-yang-on-gender-madness"
2025-09-27,9,2025,"gender identity","Attorneys General coalition sues Trump Administration for illegal conditions on funding for ...","steveahlquist.substack.com","steveahlquist","attorneys general coalition sues","https://steveahlquist.substack.com/p/attorneys-general-coalition-sues"
2025-10-15,10,2025,"gender identity","No, the Data Hasn't Shown that 'Transgenderism Is Effectively Over,' as Matt Walsh Trumpeted","benryan.substack.com","benryan","no the data hasnt shown that transgenderism","https://benryan.substack.com/p/no-the-data-hasnt-shown-that-transgenderism"
2025-10-15,10,2025,"transgender","No, the Data Hasn't Shown that 'Transgenderism Is Effectively Over,' as Matt Walsh Trumpeted","benryan.substack.com","benryan","no the data hasnt shown that transgenderism","https://benryan.substack.com/p/no-the-data-hasnt-shown-that-transgenderism"
2025-10-19,10,2025,"biological sex","A War on Vulnerable Women: Paedophiles and Rapists in Australian Women's prisons","grahamlinehan.substack.com","grahamlinehan","a war on vulnerable women paedophiles","https://grahamlinehan.substack.com/p/a-war-on-vulnerable-women-paedophiles"
2025-10-22,10,2025,"gender identity","Cumberland School Committee subcommittee takes up its “Policy Affecting Students Who ...","steveahlquist.substack.com","steveahlquist","cumberland school committee subcommittee","https://steveahlquist.substack.com/p/cumberland-school-committee-subcommittee?utm_source=substack&utm_medium=email&utm_content=share&action=share"
2025-10-23,10,2025,"gender identity","Cumberland School Committee subcommittee takes up its “Policy Affecting Students Who ...","steveahlquist.substack.com","steveahlquist","cumberland school committee subcommittee","https://steveahlquist.substack.com/p/cumberland-school-committee-subcommittee"
2025-10-25,10,2025,"transgender","Mpox cases up in the Seattle area - by Robert Herriman - Outbreak News Today","outbreaknewstoday.substack.com","outbreaknewstoday","mpox cases up in the seattle area","https://outbreaknewstoday.substack.com/p/mpox-cases-up-in-the-seattle-area"
2025-11-21,11,2025,"gender identity","UK's NHS to Launch Long-Awaited Puberty Blocker Trial","benryan.substack.com","benryan","uks nhs to launch long awaited puberty","https://benryan.substack.com/p/uks-nhs-to-launch-long-awaited-puberty?utm_source=substack&utm_medium=email&utm_content=share&action=share"
2025-11-24,11,2025,"biological sex","The Gender Resistance Gathers Pace in Australia - The Glinner Update","grahamlinehan.substack.com","grahamlinehan","the gender resistance gathers pace","https://grahamlinehan.substack.com/p/the-gender-resistance-gathers-pace"
2025-11-24,11,2025,"gender identity","The Gender Resistance Gathers Pace in Australia - The Glinner Update","grahamlinehan.substack.com","grahamlinehan","the gender resistance gathers pace","https://grahamlinehan.substack.com/p/the-gender-resistance-gathers-pace"
2025-11-26,11,2025,"gender identity","Machine-Calibrated Case Importance in the Supreme Court's 2024-25 Term - Legalytics","legalytics.substack.com","legalytics","measuring what mattered machine calibrated","https://legalytics.substack.com/p/measuring-what-mattered-machine-calibrated?utm_source=substack&utm_medium=email&utm_content=share&action=share"
2025-11-28,11,2025,"gender identity","Study That Critics Call Weak Finds Suicidality Dropped After Youths Began Cross-Sex Hormones","benryan.substack.com","benryan","suicidality declined after youths","https://benryan.substack.com/p/suicidality-declined-after-youths"
2025-12-06,12,2025,"transgender","The Westerly School Committee is caught in a bigoted, Christian nationalist time loop","steveahlquist.substack.com","steveahlquist","the westerly school committee is","https://steveahlquist.substack.com/p/the-westerly-school-committee-is"
2025-12-06,12,2025,"gender identity","The Westerly School Committee is caught in a bigoted, Christian nationalist time loop","steveahlquist.substack.com","steveahlquist","the westerly school committee is","https://steveahlquist.substack.com/p/the-westerly-school-committee-is"
2025-12-13,12,2025,"gender identity","Ten Years Of Marriage Equality - by Andrew Sullivan - Substack","andrewsullivan.substack.com","andrewsullivan","ten years of marriage equality 471","https://andrewsullivan.substack.com/p/ten-years-of-marriage-equality-471?selection=a05b208a-d60c-48c9-9b20-3c244a87a816"
2025-12-14,12,2025,"transgender","Sunday thought: How Christmas will steal the Trump - Robert Reich - Substack","robertreich.substack.com","robertreich","sunday thought trump tells america","https://robertreich.substack.com/p/sunday-thought-trump-tells-america?utm_source=substack&utm_medium=email&utm_content=share&action=share"
2025-12-15,12,2025,"biological sex","Nutmeg's week: Judge Kemp, Riley Dennis, Mo Salah - The Glinner Update","grahamlinehan.substack.com","grahamlinehan","nutmegs week judge kemp riley dennis","https://grahamlinehan.substack.com/p/nutmegs-week-judge-kemp-riley-dennis"
2025-12-18,12,2025,"gender identity","Why Trump's Viciousness Matters - Paul Krugman","paulkrugman.substack.com","paulkrugman","why trumps viciousness matters","https://paulkrugman.substack.com/p/why-trumps-viciousness-matters"
2025-12-18,12,2025,"transgender","The 27 most outrageous lines from Donald Trump's primetime holiday address","chriscillizza.substack.com","chriscillizza","the 27 most outrageous lines from","https://chriscillizza.substack.com/p/the-27-most-outrageous-lines-from"
2025-12-19,12,2025,"biological sex","The Trials Of An Unpopular Populist - by Andrew Sullivan - Substack","andrewsullivan.substack.com","andrewsullivan","the trials of an unpopular populist","https://andrewsullivan.substack.com/p/the-trials-of-an-unpopular-populist"
2026-01-02,1,2026,"biological sex","Daughters and Destroyers - by Jenny Nabben - The Glinner Update","grahamlinehan.substack.com","grahamlinehan","daughters and destroyers","https://grahamlinehan.substack.com/p/daughters-and-destroyers"
2026-01-02,1,2026,"gender identity","When the Government Polices Words Instead of Protecting Children","mitchthelawyer.substack.com","mitchthelawyer","when the government polices words","https://mitchthelawyer.substack.com/p/when-the-government-polices-words"
2026-01-02,1,2026,"biological sex","a Kinesiologist Casts Doubt on Sex-Based Athletic Differences - Hazard Ratio: Benjamin Ryan","benryan.substack.com","benryan","there is a vast over inflation of","https://benryan.substack.com/p/there-is-a-vast-over-inflation-of"
2026-01-02,1,2026,"biological sex","a Kinesiologist Casts Doubt on Sex-Based Athletic Differences - Hazard Ratio: Benjamin Ryan","benryan.substack.com","benryan","there is a vast over inflation of","https://benryan.substack.com/p/there-is-a-vast-over-inflation-of?utm_source=substack&utm_medium=email&utm_content=share&action=share"
2026-01-02,1,2026,"transgender","a Kinesiologist Casts Doubt on Sex-Based Athletic Differences - Hazard Ratio: Benjamin Ryan","benryan.substack.com","benryan","there is a vast over inflation of","https://benryan.substack.com/p/there-is-a-vast-over-inflation-of?utm_source=substack&utm_medium=email&utm_content=share&action=share"
2026-01-04,1,2026,"gender identity","Hell freezes over, CTV's fabrication of fake news and our 2026 forecast is still searching for sunshine","substack.com","substack.com",NA,"https://substack.com/app-link/post?publication_id=2235308&post_id=181331321&utm_source=substack&utm_medium=email&utm_content=share&utm_campaign=email-share&action=share&triggerShare=true&isFreemail=true&r=lqs9o&token=eyJ1c2VyX2lkIjozNjUyMTYyOCwicG9zdF9pZCI6MTgxMzMxMzIxLCJpYXQiOjE3Njc1MTgxMzQsImV4cCI6MTc3MDExMDEzNCwiaXNzIjoicHViLTIyMzUzMDgiLCJzdWIiOiJwb3N0LXJlYWN0aW9uIn0.YgAuI1y1XVuHYA7k65ILG9PCGjQy-N6pX7eA3ajZvlM"
2026-01-08,1,2026,"biological sex","Journalists Should Not Use the Term “Assigned Sex at Birth” When Covering Transgender Issues","benryan.substack.com","benryan","journalists should not use the term","https://benryan.substack.com/p/journalists-should-not-use-the-term"
2026-01-11,1,2026,"transgender","Nutmeg's week: Stonewall, Mermaids, Bash Back - The Glinner Update","grahamlinehan.substack.com","grahamlinehan","nutmegs week stonewall mermaids bash","https://grahamlinehan.substack.com/p/nutmegs-week-stonewall-mermaids-bash"
2025-12-05,12,2025,"gender identity","Empaths and Sociopaths: Why America's Divide Isn't About Politics Anymore","johnpavlovitz.substack.com","johnpavlovitz","empaths and sociopaths why americas","https://johnpavlovitz.substack.com/p/empaths-and-sociopaths-why-americas"
